"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03"
"91","LMP3","Dylan Murry","651","1:45.427","20:58:57.329","Green","Track","25.450","48.901","31.076"
"6","LMP3","Kenton Koch","652","1:46.083","20:59:02.393","Green","Track","25.503","49.221","31.359"
"74","LMP3","Scott Andrews","661","1:44.788","20:59:06.013","Green","Track","24.904","48.868","31.016"
"14","GTD","Jack Hawksworth","599","1:48.196","20:59:10.718","Green","Track","25.899","50.480","31.817"
"10","DPi","Filipe Albuquerque","706","1:37.302","20:59:12.574","Green","Track","24.027","45.199","28.076"
"82","LMP2","Eric Lux","685","1:41.589","20:59:14.699","Green","Track","24.643","47.067","29.879"
"62","GTLM","James Calado","672","1:44.857","20:59:16.083","Green","Track","25.144","48.658","31.055"
"44","GTD","Spencer Pumpelly","643","1:49.088","20:59:20.949","Green","Track","25.706","50.832","32.550"
"88","GTD","Katherine Legge","643","1:48.947","20:59:23.259","Green","Track","26.027","50.344","32.576"
"48","DPi","Mike Rockenfeller","706","1:37.023","20:59:26.142","Green","Track","23.309","45.228","28.486"
"33","LMP3","Yann Clairay","658","1:46.106","20:59:27.750","Green","Track","25.456","49.325","31.325"
"47","LMP2","Antonio Fuoco","611","1:39.280","20:59:29.751","Green","Track","23.738","46.378","29.164"
"96","GTD","Colton Herta","650","1:48.897","20:59:30.582","Green","Track","26.333","50.561","32.003"
"18","LMP2","Paul-Loup Chatin","688","1:38.013","20:59:32.861","Green","Track","23.278","45.955","28.780"
"38","LMP3","Mateo LLarena","595","1:48.464","20:59:33.233","Green","Track","26.328","50.441","31.695"
"28","GTD","Billy Johnson","649","1:49.512","20:59:34.167","Green","Track","26.268","50.723","32.521"
"01","DPi","Scott Dixon","706","1:36.137","20:59:39.033","Green","Track","23.240","44.802","28.095"
"60","DPi","AJ Allmendinger","706","1:36.869","20:59:40.454","Green","Track","23.564","45.076","28.229"
"8","LMP2","Gabriel Aubry","688","1:38.230","20:59:49.514","Green","Track","23.451","45.940","28.839"
"57","GTD","Maro Engel","652","1:47.412","20:59:58.710","Green","Track","25.435","49.991","31.986"
"75","GTD","Luca Stolz","652","1:47.214","21:00:00.295","Green","Track","25.349","49.866","31.999"
"79","GTLM","Kevin Estre","663","1:43.735","21:00:01.323","Green","Track","24.625","48.493","30.617"
"12","GTD","Robert Megennis","589","1:49.515","21:00:07.514","Green","Track","26.309","50.858","32.348"
"23","GTD","Roman De Angelis","651","1:47.588","21:00:07.995","Green","Track","25.487","50.336","31.765"
"3","GTLM","Nicky Catsburg","673","1:44.129","21:00:10.778","Green","Track","24.891","48.733","30.505"
"21","GTD","Matteo Cressoni","650","1:47.325","21:00:13.810","Green","Track","25.880","49.759","31.686"
"11","LMP2","Steven Thomas","676","1:56.688","21:00:15.788","Green","Pit","24.781","47.381","44.526"
"5","DPi","Loic Duval","657","1:37.516","21:00:17.459","Green","Track","23.459","45.332","28.725"
"4","GTLM","Alexander Sims","673","1:44.139","21:00:18.765","Green","Track","25.024","48.791","30.324"
"51","LMP2","Cody Ware","682","1:43.356","21:00:21.986","Green","Track","25.320","47.883","30.153"
"42","GTD","Andrew Davis","618","1:50.430","21:00:25.446","Green","Track","26.089","51.495","32.846"
"24","GTLM","Marco Wittmann","673","1:43.933","21:00:26.963","Green","Track","25.058","48.444","30.431"
"55","DPi","Oliver Jarvis","706","1:37.712","21:00:27.867","Green","Track","24.230","45.404","28.078"
"63","GTD","Marcos Gomes","651","1:47.861","21:00:32.715","Green","Track","25.714","50.252","31.895"
"97","GTD","Charlie Eastwood","651","1:47.956","21:00:34.142","Green","Track","25.698","50.291","31.967"
"31","DPi","Chase Elliott","683","1:38.953","21:00:34.857","Green","Track","24.143","45.805","29.005"
"54","LMP3","Colin Braun","645","1:45.462","21:00:35.875","Green","Track","25.106","49.175","31.181"
"16","GTD","Klaus Bachler","652","1:48.112","21:00:37.222","Green","Track","25.854","50.116","32.142"
"25","GTLM","Philipp Eng","671","1:46.013","21:00:41.843","Green","Track","25.353","49.651","31.009"
"91","LMP3","Dylan Murry","652","1:45.309","21:00:42.638","Green","Track","25.205","48.980","31.124"
"1","GTD","Bryan Sellers","652","1:47.976","21:00:43.264","Green","Track","25.584","50.416","31.976"
"6","LMP3","Kenton Koch","653","1:45.940","21:00:48.333","Green","Track","25.222","49.421","31.297"
"10","DPi","Filipe Albuquerque","707","1:37.117","21:00:49.691","Green","Track","23.854","45.051","28.212"
"74","LMP3","Scott Andrews","662","1:44.857","21:00:50.870","Green","Track","24.808","49.078","30.971"
"82","LMP2","Eric Lux","686","1:40.573","21:00:55.272","Green","Track","24.256","46.682","29.635"
"62","GTLM","James Calado","673","1:44.302","21:01:00.385","Green","Track","24.982","48.434","30.886"
"48","DPi","Mike Rockenfeller","707","1:36.561","21:01:02.703","Green","Track","23.296","45.083","28.182"
"47","LMP2","Antonio Fuoco","612","1:40.086","21:01:09.837","Green","Track","23.866","46.684","29.536"
"44","GTD","Spencer Pumpelly","644","1:49.460","21:01:10.409","Green","Track","25.926","50.924","32.610"
"88","GTD","Katherine Legge","644","1:48.409","21:01:11.668","Green","Track","25.784","50.292","32.333"
"18","LMP2","Paul-Loup Chatin","689","1:39.240","21:01:12.101","Green","Track","23.794","46.128","29.318"
"33","LMP3","Yann Clairay","659","1:45.802","21:01:13.552","Green","Track","25.059","49.427","31.316"
"01","DPi","Scott Dixon","707","1:37.448","21:01:16.481","Green","Track","23.248","45.162","29.038"
"60","DPi","AJ Allmendinger","707","1:37.297","21:01:17.751","Green","Track","23.385","45.209","28.703"
"96","GTD","Colton Herta","651","1:48.564","21:01:19.146","Green","Track","26.004","50.501","32.059"
"38","LMP3","Mateo LLarena","596","1:46.604","21:01:19.837","Green","Track","25.512","49.566","31.526"
"28","GTD","Billy Johnson","650","1:49.484","21:01:23.651","Green","Track","26.192","50.708","32.584"
"8","LMP2","Gabriel Aubry","689","1:38.265","21:01:27.779","Green","Track","23.430","45.902","28.933"
"79","GTLM","Kevin Estre","664","1:44.282","21:01:45.605","Green","Track","24.683","48.868","30.731"
"57","GTD","Maro Engel","653","1:47.074","21:01:45.784","Green","Track","25.450","49.869","31.755"
"75","GTD","Luca Stolz","653","1:47.198","21:01:47.493","Green","Track","25.355","49.911","31.932"
"3","GTLM","Nicky Catsburg","674","1:43.811","21:01:54.589","Green","Track","24.679","48.820","30.312"
"5","DPi","Loic Duval","658","1:38.213","21:01:55.672","Green","Track","23.373","45.607","29.233"
"23","GTD","Roman De Angelis","652","1:48.243","21:01:56.238","Green","Track","25.838","50.632","31.773"
"14","GTD","Jack Hawksworth","600","2:46.458","21:01:57.176","Green","Pit","25.746","50.302","90.410"
"12","GTD","Robert Megennis","590","1:50.745","21:01:58.259","Green","Track","26.192","52.273","32.280"
"21","GTD","Matteo Cressoni","651","1:47.003","21:02:00.813","Green","Track","25.390","49.911","31.702"
"4","GTLM","Alexander Sims","674","1:44.028","21:02:02.793","Green","Track","24.754","48.590","30.684"
"51","LMP2","Cody Ware","683","1:42.735","21:02:04.721","Green","Track","24.964","47.825","29.946"
"55","DPi","Oliver Jarvis","707","1:37.008","21:02:04.875","Green","Track","24.099","44.919","27.990"
"24","GTLM","Marco Wittmann","674","1:44.912","21:02:11.875","Green","Track","25.432","48.876","30.604"
"31","DPi","Chase Elliott","684","1:38.440","21:02:13.297","Green","Track","24.203","45.567","28.670"
"42","GTD","Andrew Davis","619","1:50.495","21:02:15.941","Green","Track","25.940","51.814","32.741"
"54","LMP3","Colin Braun","646","1:45.441","21:02:21.316","Green","Track","25.196","49.094","31.151"
"63","GTD","Marcos Gomes","652","1:48.702","21:02:21.417","Green","Track","25.883","50.635","32.184"
"97","GTD","Charlie Eastwood","652","1:48.555","21:02:22.697","Green","Track","25.897","50.335","32.323"
"16","GTD","Klaus Bachler","653","1:48.135","21:02:25.357","Green","Track","25.694","50.235","32.206"
"10","DPi","Filipe Albuquerque","708","1:36.617","21:02:26.308","Green","Track","23.506","45.006","28.105"
"25","GTLM","Philipp Eng","672","1:44.749","21:02:26.592","Green","Track","24.998","48.805","30.946"
"91","LMP3","Dylan Murry","653","1:45.176","21:02:27.814","Green","Track","25.170","49.054","30.952"
"1","GTD","Bryan Sellers","653","1:48.262","21:02:31.526","Green","Track","25.663","50.431","32.168"
"6","LMP3","Kenton Koch","654","1:46.092","21:02:34.425","Green","Track","25.281","49.397","31.414"
"74","LMP3","Scott Andrews","663","1:44.688","21:02:35.558","Green","Track","24.899","48.838","30.951"
"82","LMP2","Eric Lux","687","1:41.004","21:02:36.276","Green","Track","24.220","46.891","29.893"
"48","DPi","Mike Rockenfeller","708","1:36.517","21:02:39.220","Green","Track","23.180","44.985","28.352"
"62","GTLM","James Calado","674","1:44.854","21:02:45.239","Green","Track","25.076","48.832","30.946"
"47","LMP2","Antonio Fuoco","613","1:39.052","21:02:48.889","Green","Track","23.759","46.269","29.024"
"18","LMP2","Paul-Loup Chatin","690","1:38.347","21:02:50.448","Green","Track","23.549","45.986","28.812"
"01","DPi","Scott Dixon","708","1:36.869","21:02:53.350","Green","Track","23.281","45.537","28.051"
"60","DPi","AJ Allmendinger","708","1:36.983","21:02:54.734","Green","Track","23.264","45.478","28.241"
"44","GTD","Spencer Pumpelly","645","1:49.242","21:02:59.651","Green","Track","25.863","50.760","32.619"
"33","LMP3","Yann Clairay","660","1:46.245","21:02:59.797","Green","Track","25.176","49.266","31.803"
"88","GTD","Katherine Legge","645","1:48.030","21:02:59.698","Green","Track","25.822","50.196","32.012"
"8","LMP2","Gabriel Aubry","690","1:38.684","21:03:06.463","Green","Track","23.323","46.171","29.190"
"38","LMP3","Mateo LLarena","597","1:47.628","21:03:07.465","Green","Track","25.792","50.031","31.805"
"96","GTD","Colton Herta","652","1:48.379","21:03:07.525","Green","Track","25.872","50.533","31.974"
"28","GTD","Billy Johnson","651","1:49.302","21:03:12.953","Green","Track","26.213","50.911","32.178"
"9","GTD","Zacharie Robichon","610","1:22:03.418","21:03:22.587","Green","Pit","26.243","0.000","0.000"
"11","LMP2","Steven Thomas","677","3:08.998","21:03:24.786","Green","Track","108.214","49.869","30.915"
"79","GTLM","Kevin Estre","665","1:43.966","21:03:29.571","Green","Track","24.663","48.514","30.789"
"5","DPi","Loic Duval","659","1:36.817","21:03:32.489","Green","Track","23.542","45.131","28.144"
"57","GTD","Maro Engel","654","1:47.287","21:03:33.071","Green","Track","25.599","49.824","31.864"
"75","GTD","Luca Stolz","654","1:47.178","21:03:34.671","Green","Track","25.328","49.937","31.913"
"3","GTLM","Nicky Catsburg","675","1:43.791","21:03:38.380","Green","Track","24.868","48.437","30.486"
"55","DPi","Oliver Jarvis","708","1:37.579","21:03:42.454","Green","Track","23.534","45.725","28.320"
"23","GTD","Roman De Angelis","653","1:47.700","21:03:43.938","Green","Track","25.482","50.393","31.825"
"4","GTLM","Alexander Sims","675","1:44.182","21:03:46.975","Green","Track","24.857","48.678","30.647"
"51","LMP2","Cody Ware","684","1:42.254","21:03:46.975","Green","Track","24.910","47.415","29.929"
"21","GTD","Matteo Cressoni","652","1:46.697","21:03:47.510","Green","Track","25.214","49.813","31.670"
"12","GTD","Robert Megennis","591","1:49.315","21:03:47.574","Green","Track","25.921","51.073","32.321"
"31","DPi","Chase Elliott","685","1:37.827","21:03:51.124","Green","Track","23.803","45.538","28.486"
"24","GTLM","Marco Wittmann","675","1:44.453","21:03:56.328","Green","Track","25.526","48.417","30.510"
"10","DPi","Filipe Albuquerque","709","1:38.755","21:04:05.063","Green","Track","23.754","46.003","28.998"
"42","GTD","Andrew Davis","620","1:50.079","21:04:06.020","Green","Track","26.051","51.231","32.797"
"54","LMP3","Colin Braun","647","1:45.405","21:04:06.721","Green","Track","25.189","49.058","31.158"
"63","GTD","Marcos Gomes","653","1:48.430","21:04:09.847","Green","Track","26.123","50.406","31.901"
"25","GTLM","Philipp Eng","673","1:44.668","21:04:11.260","Green","Track","24.944","49.005","30.719"
"97","GTD","Charlie Eastwood","653","1:48.531","21:04:11.228","Green","Track","25.778","50.576","32.177"
"91","LMP3","Dylan Murry","654","1:45.744","21:04:13.558","Green","Track","25.158","49.010","31.576"
"16","GTD","Klaus Bachler","654","1:48.780","21:04:14.137","Green","Track","25.826","50.497","32.457"
"14","GTD","Kyle Kirkwood","601","2:17.034","21:04:14.210","Green","Track","51.764","52.512","32.758"
"48","DPi","Mike Rockenfeller","709","1:37.536","21:04:16.756","Green","Track","23.354","45.100","29.082"
"82","LMP2","Eric Lux","688","1:41.653","21:04:17.929","Green","Track","24.164","47.364","30.125"
"1","GTD","Bryan Sellers","654","1:47.920","21:04:19.446","Green","Track","25.382","50.391","32.147"
"6","LMP3","Kenton Koch","655","1:46.046","21:04:20.471","Green","Track","25.141","49.333","31.572"
"74","LMP3","Scott Andrews","664","1:45.928","21:04:21.486","Green","Track","25.324","49.227","31.377"
"47","LMP2","Antonio Fuoco","614","1:39.137","21:04:28.026","Green","Track","23.662","46.218","29.257"
"18","LMP2","Paul-Loup Chatin","691","1:38.528","21:04:28.976","Green","Track","23.370","46.033","29.125"
"01","DPi","Scott Dixon","709","1:36.024","21:04:29.374","Green","Track","23.252","44.806","27.966"
"62","GTLM","James Calado","675","1:44.433","21:04:29.672","Green","Track","25.015","48.519","30.899"
"60","DPi","AJ Allmendinger","709","1:36.394","21:04:31.128","Green","Track","23.223","45.051","28.120"
"8","LMP2","Gabriel Aubry","691","1:38.703","21:04:45.166","Green","Track","23.527","46.019","29.157"
"33","LMP3","Yann Clairay","661","1:46.721","21:04:46.518","Green","Track","25.956","49.492","31.273"
"88","GTD","Katherine Legge","646","1:49.671","21:04:49.369","Green","Track","26.885","50.608","32.178"
"44","GTD","Spencer Pumpelly","646","1:50.420","21:04:50.071","Green","Track","26.786","51.302","32.332"
"38","LMP3","Mateo LLarena","598","1:46.335","21:04:53.800","Green","Track","25.294","49.457","31.584"
"96","GTD","Colton Herta","653","1:49.301","21:04:56.826","Green","Track","26.512","50.712","32.077"
"28","GTD","Billy Johnson","652","1:50.026","21:05:02.979","Green","Track","26.422","51.274","32.330"
"11","LMP2","Steven Thomas","678","1:43.817","21:05:08.603","Green","Track","25.370","48.210","30.237"
"5","DPi","Loic Duval","660","1:36.793","21:05:09.282","Green","Track","23.309","45.413","28.071"
"79","GTLM","Kevin Estre","666","1:43.837","21:05:13.408","Green","Track","24.693","48.521","30.623"
"55","DPi","Oliver Jarvis","709","1:36.855","21:05:19.309","Green","Track","23.352","44.714","28.789"
"57","GTD","Maro Engel","655","1:46.876","21:05:19.947","Green","Track","25.301","49.803","31.772"
"3","GTLM","Nicky Catsburg","676","1:43.165","21:05:21.545","Green","Track","24.689","48.220","30.256"
"75","GTD","Luca Stolz","655","1:47.204","21:05:21.875","Green","Track","25.367","49.908","31.929"
"31","DPi","Chase Elliott","686","1:38.449","21:05:29.573","Green","Track","23.739","45.700","29.010"
"51","LMP2","Cody Ware","685","1:42.672","21:05:29.647","Green","Track","25.220","47.241","30.211"
"4","GTLM","Alexander Sims","676","1:44.300","21:05:31.275","Green","Track","25.133","48.804","30.363"
"23","GTD","Roman De Angelis","654","1:47.586","21:05:31.524","Green","Track","25.503","50.263","31.820"
"21","GTD","Matteo Cressoni","653","1:47.162","21:05:34.672","Green","Track","25.615","49.860","31.687"
"24","GTLM","Marco Wittmann","676","1:44.561","21:05:40.889","Green","Track","24.924","48.384","31.253"
"10","DPi","Filipe Albuquerque","710","1:36.463","21:05:41.526","Green","Track","23.477","44.981","28.005"
"9","GTD","Matt Campbell","611","2:19.337","21:05:41.924","Green","Track","52.219","53.914","33.204"
"54","LMP3","Colin Braun","648","1:45.988","21:05:52.709","Green","Track","25.589","49.045","31.354"
"48","DPi","Mike Rockenfeller","710","1:37.254","21:05:54.010","Green","Track","23.486","45.384","28.384"
"25","GTLM","Philipp Eng","674","1:44.448","21:05:55.708","Green","Track","24.855","48.895","30.698"
"42","GTD","Andrew Davis","621","1:50.264","21:05:56.284","Green","Track","26.207","51.370","32.687"
"63","GTD","Marcos Gomes","654","1:48.427","21:05:58.274","Green","Track","25.793","50.672","31.962"
"82","LMP2","Eric Lux","689","1:40.693","21:05:58.622","Green","Track","24.050","47.081","29.562"
"91","LMP3","Dylan Murry","655","1:45.367","21:05:58.925","Green","Track","25.172","49.049","31.146"
"97","GTD","Charlie Eastwood","654","1:48.223","21:05:59.451","Green","Track","25.971","50.331","31.921"
"16","GTD","Klaus Bachler","655","1:48.069","21:06:02.206","Green","Track","25.674","50.305","32.090"
"14","GTD","Kyle Kirkwood","602","1:49.247","21:06:03.457","Green","Track","26.244","50.687","32.316"
"01","DPi","Scott Dixon","710","1:37.134","21:06:06.508","Green","Track","23.434","45.449","28.251"
"6","LMP3","Kenton Koch","656","1:47.044","21:06:07.515","Green","Track","25.192","49.588","32.264"
"74","LMP3","Scott Andrews","665","1:46.082","21:06:07.568","Green","Track","24.993","49.214","31.875"
"1","GTD","Bryan Sellers","655","1:48.167","21:06:07.613","Green","Track","25.502","50.277","32.388"
"18","LMP2","Paul-Loup Chatin","692","1:38.830","21:06:07.806","Green","Track","23.357","46.276","29.197"
