"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03"
"96","GTD","Colton Herta","643","1:48.816","20:46:50.006","Green","Track","25.859","51.123","31.834"
"62","GTLM","James Calado","665","1:44.627","20:47:04.136","Green","Track","24.842","48.748","31.037"
"38","LMP3","Mateo LLarena","588","1:47.168","20:47:04.422","Green","Track","25.711","49.772","31.685"
"33","LMP3","Yann Clairay","651","1:46.304","20:47:04.829","Green","Track","25.317","49.484","31.503"
"5","DPi","Loic Duval","649","1:36.915","20:47:20.086","Green","Track","23.603","45.212","28.100"
"12","GTD","Robert Megennis","582","1:49.291","20:47:20.284","Green","Track","26.070","50.915","32.306"
"57","GTD","Maro Engel","645","1:47.381","20:47:28.038","Green","Track","25.604","50.053","31.724"
"31","DPi","Chase Elliott","675","1:37.554","20:47:28.722","Green","Track","23.601","45.727","28.226"
"75","GTD","Luca Stolz","645","1:47.769","20:47:29.679","Green","Track","25.556","50.148","32.065"
"42","GTD","Andrew Davis","611","1:51.656","20:47:31.669","Green","Track","26.667","52.025","32.964"
"55","DPi","Oliver Jarvis","698","1:36.398","20:47:31.865","Green","Track","23.213","45.029","28.156"
"23","GTD","Roman De Angelis","644","1:48.164","20:47:33.744","Green","Track","25.627","50.408","32.129"
"21","GTD","Matteo Cressoni","643","3:03.007","20:47:41.228","Green","Track","97.811","52.552","32.644"
"44","GTD","Spencer Pumpelly","637","2:52.827","20:47:41.033","Green","Pit","26.102","50.863","95.862"
"47","LMP2","Antonio Fuoco","604","1:40.116","20:47:51.482","Green","Track","23.906","47.036","29.174"
"79","GTLM","Kevin Estre","656","1:44.598","20:47:53.386","Green","Track","25.202","48.812","30.584"
"10","DPi","Filipe Albuquerque","699","1:36.363","20:47:54.530","Green","Track","23.350","45.033","27.980"
"63","GTD","Marcos Gomes","644","1:48.149","20:47:55.919","Green","Track","25.671","50.699","31.779"
"97","GTD","Charlie Eastwood","644","1:48.377","20:47:56.923","Green","Track","25.917","50.352","32.108"
"16","GTD","Klaus Bachler","645","1:47.690","20:48:00.887","Green","Track","25.482","50.101","32.107"
"18","LMP2","Paul-Loup Chatin","681","1:39.789","20:48:03.314","Green","Track","23.591","47.154","29.044"
"3","GTLM","Nicky Catsburg","666","1:43.805","20:48:05.326","Green","Track","24.616","48.536","30.653"
"48","DPi","Mike Rockenfeller","699","1:36.783","20:48:08.089","Green","Track","23.203","45.261","28.319"
"11","LMP2","Steven Thomas","669","1:41.618","20:48:08.222","Green","Track","24.311","47.304","30.003"
"1","GTD","Bryan Sellers","645","1:48.211","20:48:08.731","Green","Track","25.438","50.716","32.057"
"4","GTLM","Alexander Sims","666","1:43.603","20:48:12.934","Green","Track","24.497","48.594","30.512"
"8","LMP2","Gabriel Aubry","681","1:40.017","20:48:15.941","Green","Track","23.423","46.831","29.763"
"54","LMP3","Colin Braun","638","1:44.917","20:48:16.830","Green","Track","25.013","48.918","30.986"
"60","DPi","AJ Allmendinger","699","1:37.077","20:48:18.019","Green","Track","23.476","45.043","28.558"
"01","DPi","Scott Dixon","699","1:36.425","20:48:18.217","Green","Track","23.239","44.893","28.293"
"14","GTD","Jack Hawksworth","593","1:48.159","20:48:20.535","Green","Track","25.715","50.606","31.838"
"24","GTLM","Marco Wittmann","666","1:43.640","20:48:20.532","Green","Track","24.604","48.415","30.621"
"91","LMP3","Dylan Murry","645","1:45.132","20:48:24.767","Green","Track","25.196","48.948","30.988"
"25","GTLM","Philipp Eng","664","1:44.652","20:48:27.500","Green","Track","24.852","48.991","30.809"
"82","LMP2","Fabian Schiller","681","1:40.166","20:48:28.914","Green","Track","24.009","46.612","29.545"
"6","LMP3","Kenton Koch","646","1:45.971","20:48:29.946","Green","Track","24.978","49.071","31.922"
"88","GTD","Katherine Legge","637","1:48.885","20:48:30.275","Green","Track","25.781","50.699","32.405"
"51","LMP2","Salih Yoluc","676","1:44.376","20:48:33.692","Green","Track","26.102","48.378","29.896"
"74","LMP3","Scott Andrews","655","1:46.543","20:48:35.578","Green","Track","25.905","49.199","31.439"
"96","GTD","Colton Herta","644","1:48.416","20:48:38.422","Green","Track","26.126","50.308","31.982"
"28","GTD","Billy Johnson","643","1:50.008","20:48:38.927","Green","Track","26.188","51.373","32.447"
"62","GTLM","James Calado","666","1:43.990","20:48:48.126","Green","Track","24.841","48.350","30.799"
"38","LMP3","Mateo LLarena","589","1:45.959","20:48:50.381","Green","Track","25.286","49.274","31.399"
"33","LMP3","Yann Clairay","652","1:45.919","20:48:50.748","Green","Track","25.214","49.187","31.518"
"5","DPi","Loic Duval","650","1:36.233","20:48:56.319","Green","Track","23.283","45.048","27.902"
"31","DPi","Chase Elliott","676","1:38.490","20:49:07.212","Green","Track","24.297","45.610","28.583"
"55","DPi","Oliver Jarvis","699","1:36.795","20:49:08.660","Green","Track","23.436","45.477","27.882"
"12","GTD","Robert Megennis","583","1:49.038","20:49:09.322","Green","Track","25.958","50.870","32.210"
"57","GTD","Maro Engel","646","1:47.240","20:49:15.278","Green","Track","25.594","49.924","31.722"
"75","GTD","Luca Stolz","646","1:47.026","20:49:16.705","Green","Track","25.371","49.892","31.763"
"23","GTD","Roman De Angelis","645","1:48.102","20:49:21.846","Green","Track","25.517","50.236","32.349"
"42","GTD","Andrew Davis","612","1:51.372","20:49:23.041","Green","Track","26.353","51.430","33.589"
"21","GTD","Matteo Cressoni","644","1:48.059","20:49:29.287","Green","Track","26.011","50.248","31.800"
"10","DPi","Filipe Albuquerque","700","1:36.190","20:49:30.720","Green","Track","23.403","44.897","27.890"
"47","LMP2","Antonio Fuoco","605","1:39.278","20:49:30.760","Green","Track","23.861","46.388","29.029"
"79","GTLM","Kevin Estre","657","1:44.005","20:49:37.391","Green","Track","24.758","48.578","30.669"
"18","LMP2","Paul-Loup Chatin","682","1:38.730","20:49:42.044","Green","Track","23.434","45.854","29.442"
"63","GTD","Marcos Gomes","645","1:47.768","20:49:43.687","Green","Track","25.627","50.284","31.857"
"97","GTD","Charlie Eastwood","645","1:47.890","20:49:44.813","Green","Track","25.669","50.280","31.941"
"48","DPi","Mike Rockenfeller","700","1:36.979","20:49:45.068","Green","Track","23.390","45.163","28.426"
"3","GTLM","Nicky Catsburg","667","1:43.076","20:49:48.402","Green","Track","24.520","48.172","30.384"
"16","GTD","Klaus Bachler","646","1:48.100","20:49:48.987","Green","Track","25.415","50.398","32.287"
"11","LMP2","Steven Thomas","670","1:41.613","20:49:49.835","Green","Track","24.531","47.299","29.783"
"8","LMP2","Gabriel Aubry","682","1:38.869","20:49:54.810","Green","Track","23.519","46.097","29.253"
"60","DPi","AJ Allmendinger","700","1:37.301","20:49:55.320","Green","Track","23.442","45.124","28.735"
"01","DPi","Scott Dixon","700","1:37.435","20:49:55.652","Green","Track","23.654","45.033","28.748"
"4","GTLM","Alexander Sims","667","1:43.218","20:49:56.152","Green","Track","24.643","48.337","30.238"
"1","GTD","Bryan Sellers","646","1:47.822","20:49:56.553","Green","Track","25.387","50.288","32.147"
"54","LMP3","Colin Braun","639","1:45.711","20:50:02.541","Green","Track","25.386","49.086","31.239"
"24","GTLM","Marco Wittmann","667","1:44.059","20:50:04.591","Green","Track","24.973","48.638","30.448"
"14","GTD","Jack Hawksworth","594","1:48.395","20:50:08.930","Green","Track","25.965","50.478","31.952"
"91","LMP3","Dylan Murry","646","1:45.386","20:50:10.153","Green","Track","25.230","48.926","31.230"
"82","LMP2","Fabian Schiller","682","1:41.570","20:50:10.484","Green","Track","24.100","47.243","30.227"
"25","GTLM","Philipp Eng","665","1:44.709","20:50:12.209","Green","Track","24.737","48.921","31.051"
"44","GTD","Spencer Pumpelly","638","2:31.733","20:50:12.766","Green","Track","52.969","55.054","33.847"
"6","LMP3","Kenton Koch","647","1:45.174","20:50:15.120","Green","Track","25.013","49.118","31.043"
"51","LMP2","Salih Yoluc","677","1:41.974","20:50:15.666","Green","Track","24.639","47.566","29.769"
"88","GTD","Katherine Legge","638","1:48.676","20:50:18.951","Green","Track","26.010","50.357","32.309"
"74","LMP3","Scott Andrews","656","1:44.699","20:50:20.277","Green","Track","24.734","48.788","31.177"
"96","GTD","Colton Herta","645","1:48.552","20:50:26.974","Green","Track","25.951","50.577","32.024"
"28","GTD","Billy Johnson","644","1:49.209","20:50:28.136","Green","Track","26.172","50.873","32.164"
"62","GTLM","James Calado","667","1:44.351","20:50:32.477","Green","Track","24.899","48.575","30.877"
"5","DPi","Loic Duval","651","1:36.505","20:50:32.824","Green","Track","23.317","45.197","27.991"
"33","LMP3","Yann Clairay","653","1:46.202","20:50:36.950","Green","Track","25.262","49.605","31.335"
"38","LMP3","Mateo LLarena","590","1:47.000","20:50:37.381","Green","Track","25.539","50.135","31.326"
"31","DPi","Chase Elliott","677","1:37.286","20:50:44.498","Green","Track","23.549","45.503","28.234"
"55","DPi","Oliver Jarvis","700","1:36.040","20:50:44.700","Green","Track","23.335","44.731","27.974"
"12","GTD","Robert Megennis","584","1:49.292","20:50:58.614","Green","Track","25.978","50.880","32.434"
"57","GTD","Maro Engel","647","1:46.709","20:51:01.987","Green","Track","25.250","49.811","31.648"
"75","GTD","Luca Stolz","647","1:47.083","20:51:03.788","Green","Track","25.355","49.816","31.912"
"10","DPi","Filipe Albuquerque","701","1:36.532","20:51:07.252","Green","Track","23.425","44.834","28.273"
"23","GTD","Roman De Angelis","646","1:47.505","20:51:09.351","Green","Track","25.511","50.187","31.807"
"47","LMP2","Antonio Fuoco","606","1:40.004","20:51:10.764","Green","Track","24.305","46.281","29.418"
"42","GTD","Andrew Davis","613","1:49.951","20:51:12.992","Green","Track","26.143","51.023","32.785"
"21","GTD","Matteo Cressoni","645","1:47.656","20:51:16.943","Green","Track","25.873","49.933","31.850"
"18","LMP2","Paul-Loup Chatin","683","1:38.472","20:51:20.516","Green","Track","23.433","45.909","29.130"
"79","GTLM","Kevin Estre","658","1:43.909","20:51:21.300","Green","Track","24.694","48.560","30.655"
"48","DPi","Mike Rockenfeller","701","1:36.497","20:51:21.565","Green","Track","23.496","44.889","28.112"
"63","GTD","Marcos Gomes","646","1:48.077","20:51:31.764","Green","Track","25.846","50.382","31.849"
"3","GTLM","Nicky Catsburg","668","1:43.387","20:51:31.789","Green","Track","24.626","48.433","30.328"
"11","LMP2","Steven Thomas","671","1:41.997","20:51:31.832","Green","Track","24.720","47.141","30.136"
"60","DPi","AJ Allmendinger","701","1:37.320","20:51:32.640","Green","Track","23.545","45.354","28.421"
"97","GTD","Charlie Eastwood","646","1:47.959","20:51:32.772","Green","Track","25.665","50.314","31.980"
"01","DPi","Scott Dixon","701","1:37.463","20:51:33.115","Green","Track","23.525","45.245","28.693"
"8","LMP2","Gabriel Aubry","683","1:39.406","20:51:34.216","Green","Track","23.478","46.309","29.619"
"16","GTD","Klaus Bachler","647","1:48.443","20:51:37.430","Green","Track","25.899","50.241","32.303"
"4","GTLM","Alexander Sims","668","1:43.979","20:51:40.131","Green","Track","24.739","48.529","30.711"
"1","GTD","Bryan Sellers","647","1:47.856","20:51:44.409","Green","Track","25.616","50.269","31.971"
"54","LMP3","Colin Braun","640","1:45.464","20:51:48.005","Green","Track","25.145","49.030","31.289"
"24","GTLM","Marco Wittmann","668","1:43.454","20:51:48.045","Green","Track","24.753","48.324","30.377"
"91","LMP3","Dylan Murry","647","1:46.137","20:51:56.290","Green","Track","25.844","48.884","31.409"
"25","GTLM","Philipp Eng","666","1:44.722","20:51:56.931","Green","Track","24.662","48.986","31.074"
"14","GTD","Jack Hawksworth","595","1:48.476","20:51:57.406","Green","Track","25.589","50.433","32.454"
"51","LMP2","Salih Yoluc","678","1:43.589","20:51:59.255","Green","Track","24.977","48.677","29.935"
"6","LMP3","Kenton Koch","648","1:45.708","20:52:00.828","Green","Track","24.938","49.585","31.185"
"44","GTD","Spencer Pumpelly","639","1:50.918","20:52:03.684","Green","Track","26.260","51.648","33.010"
"82","LMP2","Fabian Schiller","683","1:55.185","20:52:05.669","Green","Pit","25.117","47.679","42.389"
"74","LMP3","Scott Andrews","657","1:45.804","20:52:06.081","Green","Track","24.952","49.831","31.021"
"88","GTD","Katherine Legge","639","1:48.813","20:52:07.764","Green","Track","25.851","50.547","32.415"
"5","DPi","Loic Duval","652","1:37.106","20:52:09.930","Green","Track","23.432","45.568","28.106"
"96","GTD","Colton Herta","646","1:48.599","20:52:15.573","Green","Track","26.000","50.540","32.059"
"62","GTLM","James Calado","668","1:44.264","20:52:16.741","Green","Track","24.991","48.434","30.839"
"28","GTD","Billy Johnson","645","1:49.191","20:52:17.327","Green","Track","26.373","50.753","32.065"
"55","DPi","Oliver Jarvis","701","1:36.804","20:52:21.504","Green","Track","23.542","44.695","28.567"
"33","LMP3","Yann Clairay","654","1:45.639","20:52:22.589","Green","Track","25.142","49.166","31.331"
"31","DPi","Chase Elliott","678","1:38.231","20:52:22.729","Green","Track","24.407","45.626","28.198"
"38","LMP3","Mateo LLarena","591","1:46.306","20:52:23.687","Green","Track","25.341","49.373","31.592"
"10","DPi","Filipe Albuquerque","702","1:38.078","20:52:45.330","Green","Track","23.306","45.394","29.378"
"12","GTD","Robert Megennis","585","1:49.332","20:52:47.946","Green","Track","25.970","50.923","32.439"
"57","GTD","Maro Engel","648","1:46.743","20:52:48.730","Green","Track","25.221","49.732","31.790"
"47","LMP2","Antonio Fuoco","607","1:39.637","20:52:50.401","Green","Track","24.174","46.287","29.176"
"75","GTD","Luca Stolz","648","1:47.269","20:52:51.057","Green","Track","25.393","49.875","32.001"
"23","GTD","Roman De Angelis","647","1:47.790","20:52:57.141","Green","Track","25.475","50.235","32.080"
"48","DPi","Mike Rockenfeller","702","1:37.075","20:52:58.640","Green","Track","23.460","45.060","28.555"
"18","LMP2","Paul-Loup Chatin","684","1:39.334","20:52:59.850","Green","Track","23.294","46.408","29.632"
"42","GTD","Andrew Davis","614","1:50.518","20:53:03.510","Green","Track","25.925","51.562","33.031"
"21","GTD","Matteo Cressoni","646","1:47.264","20:53:04.207","Green","Track","25.500","50.081","31.683"
"79","GTLM","Kevin Estre","659","1:43.782","20:53:05.082","Green","Track","24.820","48.410","30.552"
"60","DPi","AJ Allmendinger","702","1:37.327","20:53:09.967","Green","Track","24.034","45.180","28.113"
"01","DPi","Scott Dixon","702","1:37.326","20:53:10.441","Green","Track","24.255","45.029","28.042"
"11","LMP2","Steven Thomas","672","1:42.213","20:53:14.045","Green","Track","24.360","47.994","29.859"
"8","LMP2","Gabriel Aubry","684","1:39.888","20:53:14.104","Green","Track","24.138","46.775","28.975"
"3","GTLM","Nicky Catsburg","669","1:44.393","20:53:16.182","Green","Track","25.198","48.740","30.455"
"63","GTD","Marcos Gomes","647","1:49.059","20:53:20.823","Green","Track","26.731","50.404","31.924"
"97","GTD","Charlie Eastwood","647","1:48.812","20:53:21.584","Green","Track","26.333","50.374","32.105"
"4","GTLM","Alexander Sims","669","1:43.386","20:53:23.517","Green","Track","24.614","48.211","30.561"
"16","GTD","Klaus Bachler","648","1:47.955","20:53:25.385","Green","Track","25.645","50.201","32.109"
"24","GTLM","Marco Wittmann","669","1:43.809","20:53:31.854","Green","Track","25.071","48.297","30.441"
"1","GTD","Bryan Sellers","648","1:47.712","20:53:32.121","Green","Track","25.369","50.345","31.998"
"54","LMP3","Colin Braun","641","1:46.385","20:53:34.390","Green","Track","25.741","49.359","31.285"
"91","LMP3","Dylan Murry","648","1:44.709","20:53:40.999","Green","Track","25.077","49.051","30.581"
"25","GTLM","Philipp Eng","667","1:44.167","20:53:41.098","Green","Track","24.853","48.928","30.386"
"51","LMP2","Salih Yoluc","679","1:42.686","20:53:41.941","Green","Track","24.666","48.230","29.790"
"6","LMP3","Kenton Koch","649","1:44.937","20:53:45.765","Green","Track","24.991","49.078","30.868"
"14","GTD","Jack Hawksworth","596","1:48.553","20:53:45.959","Green","Track","25.743","50.807","32.003"
"5","DPi","Loic Duval","653","1:37.319","20:53:47.249","Green","Track","23.316","45.845","28.158"
"74","LMP3","Scott Andrews","658","1:44.801","20:53:50.882","Green","Track","24.789","49.081","30.931"
"44","GTD","Spencer Pumpelly","640","1:49.619","20:53:53.303","Green","Track","26.054","50.861","32.704"
"88","GTD","Katherine Legge","640","1:48.864","20:53:56.628","Green","Track","26.099","50.436","32.329"
"55","DPi","Oliver Jarvis","702","1:36.796","20:53:58.300","Green","Track","23.330","45.296","28.170"
"31","DPi","Chase Elliott","679","1:37.969","20:54:00.698","Green","Track","23.568","45.292","29.109"
"62","GTLM","James Calado","669","1:44.630","20:54:01.371","Green","Track","24.951","48.810","30.869"
"96","GTD","Colton Herta","647","1:48.466","20:54:04.039","Green","Track","25.893","50.468","32.105"
"28","GTD","Billy Johnson","646","1:48.635","20:54:05.962","Green","Track","25.947","50.599","32.089"
"33","LMP3","Yann Clairay","655","1:45.857","20:54:08.446","Green","Track","25.260","49.273","31.324"
"38","LMP3","Mateo LLarena","592","1:46.692","20:54:10.379","Green","Track","25.479","49.734","31.479"
"10","DPi","Filipe Albuquerque","703","1:36.419","20:54:21.749","Green","Track","23.405","44.987","28.027"
"47","LMP2","Antonio Fuoco","608","1:40.792","20:54:31.193","Green","Track","23.997","47.888","28.907"
"48","DPi","Mike Rockenfeller","703","1:37.187","20:54:35.827","Green","Track","23.298","45.104","28.785"
"57","GTD","Maro Engel","649","1:47.545","20:54:36.275","Green","Track","25.403","50.351","31.791"
"12","GTD","Robert Megennis","586","1:50.213","20:54:38.159","Green","Track","26.011","51.939","32.263"
"18","LMP2","Paul-Loup Chatin","685","1:38.313","20:54:38.163","Green","Track","23.387","46.220","28.706"
"75","GTD","Luca Stolz","649","1:47.181","20:54:38.238","Green","Track","25.275","50.036","31.870"
"23","GTD","Roman De Angelis","648","1:47.576","20:54:44.717","Green","Track","25.451","50.287","31.838"
"60","DPi","AJ Allmendinger","703","1:37.753","20:54:47.720","Green","Track","23.415","45.378","28.960"
"01","DPi","Scott Dixon","703","1:37.293","20:54:47.734","Green","Track","23.432","45.190","28.671"
"79","GTLM","Kevin Estre","660","1:44.097","20:54:49.179","Green","Track","24.868","48.615","30.614"
"21","GTD","Matteo Cressoni","647","1:47.771","20:54:51.978","Green","Track","25.595","50.423","31.753"
"8","LMP2","Gabriel Aubry","685","1:38.583","20:54:52.687","Green","Track","23.540","46.046","28.997"
"42","GTD","Andrew Davis","615","1:51.159","20:54:54.669","Green","Track","27.161","51.186","32.812"
"11","LMP2","Steven Thomas","673","1:41.703","20:54:55.748","Green","Track","24.693","47.190","29.820"
"3","GTLM","Nicky Catsburg","670","1:43.799","20:54:59.981","Green","Track","24.593","48.598","30.608"
"4","GTLM","Alexander Sims","670","1:43.634","20:55:07.151","Green","Track","24.785","48.438","30.411"
"63","GTD","Marcos Gomes","648","1:47.940","20:55:08.763","Green","Track","25.782","50.387","31.771"
"97","GTD","Charlie Eastwood","648","1:48.151","20:55:09.735","Green","Track","25.682","50.398","32.071"
"16","GTD","Klaus Bachler","649","1:48.013","20:55:13.398","Green","Track","25.656","50.323","32.034"
"24","GTLM","Marco Wittmann","670","1:43.644","20:55:15.498","Green","Track","24.844","48.370","30.430"
"54","LMP3","Colin Braun","642","1:45.257","20:55:19.647","Green","Track","25.243","48.889","31.125"
"1","GTD","Bryan Sellers","649","1:47.757","20:55:19.878","Green","Track","25.461","50.271","32.025"
"5","DPi","Loic Duval","654","1:38.527","20:55:25.776","Green","Track","23.854","45.350","29.323"
"25","GTLM","Philipp Eng","668","1:45.417","20:55:26.515","Green","Track","25.369","48.905","31.143"
"91","LMP3","Dylan Murry","649","1:46.162","20:55:27.161","Green","Track","25.698","49.054","31.410"
"6","LMP3","Kenton Koch","650","1:45.374","20:55:31.139","Green","Track","24.866","49.421","31.087"
"14","GTD","Jack Hawksworth","597","1:48.352","20:55:34.311","Green","Track","25.966","50.566","31.820"
"74","LMP3","Scott Andrews","659","1:44.267","20:55:35.149","Green","Track","24.642","48.596","31.029"
"55","DPi","Oliver Jarvis","703","1:37.062","20:55:35.362","Green","Track","23.703","45.174","28.185"
"31","DPi","Chase Elliott","680","1:39.398","20:55:40.096","Green","Track","23.982","46.743","28.673"
"51","LMP2","Salih Yoluc","680","1:58.274","20:55:40.215","Green","Pit","25.334","48.397","44.543"
"44","GTD","Spencer Pumpelly","641","1:49.364","20:55:42.667","Green","Track","25.757","50.728","32.879"
"88","GTD","Katherine Legge","641","1:48.652","20:55:45.280","Green","Track","25.910","50.422","32.320"
"62","GTLM","James Calado","670","1:44.839","20:55:46.210","Green","Track","24.935","48.550","31.354"
"96","GTD","Colton Herta","648","1:49.017","20:55:53.056","Green","Track","25.894","50.657","32.466"
"28","GTD","Billy Johnson","647","1:48.907","20:55:54.869","Green","Track","25.978","50.823","32.106"
"33","LMP3","Yann Clairay","656","1:46.385","20:55:54.831","Green","Track","25.557","49.287","31.541"
"38","LMP3","Mateo LLarena","593","1:47.214","20:55:57.593","Green","Track","25.414","49.953","31.847"
"10","DPi","Filipe Albuquerque","704","1:36.285","20:55:58.034","Green","Track","23.217","45.003","28.065"
"47","LMP2","Antonio Fuoco","609","1:39.349","20:56:10.542","Green","Track","23.833","46.204","29.312"
"48","DPi","Mike Rockenfeller","704","1:36.491","20:56:12.318","Green","Track","23.258","44.977","28.256"
"18","LMP2","Paul-Loup Chatin","686","1:38.674","20:56:16.837","Green","Track","23.767","46.003","28.904"
"57","GTD","Maro Engel","650","1:47.599","20:56:23.874","Green","Track","25.554","50.106","31.939"
"60","DPi","AJ Allmendinger","704","1:37.747","20:56:25.467","Green","Track","23.467","45.284","28.996"
"75","GTD","Luca Stolz","650","1:47.258","20:56:25.496","Green","Track","25.476","49.928","31.854"
"01","DPi","Scott Dixon","704","1:37.855","20:56:25.589","Green","Track","23.676","45.355","28.824"
"12","GTD","Robert Megennis","587","1:49.914","20:56:28.073","Green","Track","26.674","50.834","32.406"
"8","LMP2","Gabriel Aubry","686","1:39.353","20:56:32.040","Green","Track","24.080","46.091","29.182"
"23","GTD","Roman De Angelis","649","1:47.569","20:56:32.286","Green","Track","25.458","50.262","31.849"
"79","GTLM","Kevin Estre","661","1:43.693","20:56:32.872","Green","Track","24.629","48.412","30.652"
"11","LMP2","Steven Thomas","674","1:41.598","20:56:37.346","Green","Track","24.742","46.906","29.950"
"21","GTD","Matteo Cressoni","648","1:47.395","20:56:39.373","Green","Track","25.749","49.794","31.852"
"3","GTLM","Nicky Catsburg","671","1:43.642","20:56:43.623","Green","Track","24.737","48.348","30.557"
"42","GTD","Andrew Davis","616","1:50.352","20:56:45.021","Green","Track","26.360","51.213","32.779"
"4","GTLM","Alexander Sims","671","1:43.769","20:56:50.920","Green","Track","24.661","48.616","30.492"
"63","GTD","Marcos Gomes","649","1:47.706","20:56:56.469","Green","Track","25.567","50.320","31.819"
"97","GTD","Charlie Eastwood","649","1:47.713","20:56:57.448","Green","Track","25.612","50.229","31.872"
"24","GTLM","Marco Wittmann","671","1:43.430","20:56:58.928","Green","Track","24.794","48.203","30.433"
"16","GTD","Klaus Bachler","650","1:47.809","20:57:01.207","Green","Track","25.561","50.106","32.142"
"5","DPi","Loic Duval","655","1:37.533","20:57:03.309","Green","Track","23.289","45.018","29.226"
"54","LMP3","Colin Braun","643","1:45.124","20:57:04.771","Green","Track","24.994","48.980","31.150"
"1","GTD","Bryan Sellers","650","1:47.832","20:57:07.710","Green","Track","25.539","50.162","32.131"
"25","GTLM","Philipp Eng","669","1:44.626","20:57:11.141","Green","Track","24.900","48.738","30.988"
"91","LMP3","Dylan Murry","650","1:44.741","20:57:11.902","Green","Track","25.068","48.802","30.871"
"55","DPi","Oliver Jarvis","704","1:36.880","20:57:12.242","Green","Track","24.034","44.754","28.092"
"6","LMP3","Kenton Koch","651","1:45.171","20:57:16.310","Green","Track","24.969","49.130","31.072"
"31","DPi","Chase Elliott","681","1:37.702","20:57:17.798","Green","Track","23.587","45.690","28.425"
"74","LMP3","Scott Andrews","660","1:46.076","20:57:21.225","Green","Track","25.155","49.727","31.194"
"14","GTD","Jack Hawksworth","598","1:48.211","20:57:22.522","Green","Track","25.754","50.414","32.043"
"62","GTLM","James Calado","671","1:45.016","20:57:31.226","Green","Track","25.168","48.704","31.144"
"44","GTD","Spencer Pumpelly","642","1:49.194","20:57:31.861","Green","Track","25.828","50.715","32.651"
"82","LMP2","Eric Lux","684","5:27.441","20:57:33.110","Green","Track","246.735","50.368","30.338"
"88","GTD","Katherine Legge","642","1:49.032","20:57:34.312","Green","Track","25.881","50.759","32.392"
"10","DPi","Filipe Albuquerque","705","1:37.238","20:57:35.272","Green","Track","23.555","45.617","28.066"
"33","LMP3","Yann Clairay","657","1:46.813","20:57:41.644","Green","Track","25.401","49.717","31.695"
"96","GTD","Colton Herta","649","1:48.629","20:57:41.685","Green","Track","25.942","50.757","31.930"
"28","GTD","Billy Johnson","648","1:49.786","20:57:44.655","Green","Track","26.554","50.983","32.249"
"38","LMP3","Mateo LLarena","594","1:47.176","20:57:44.769","Green","Track","25.749","49.819","31.608"
"48","DPi","Mike Rockenfeller","705","1:36.801","20:57:49.119","Green","Track","23.310","44.951","28.540"
"47","LMP2","Antonio Fuoco","610","1:39.929","20:57:50.471","Green","Track","23.763","46.368","29.798"
"18","LMP2","Paul-Loup Chatin","687","1:38.011","20:57:54.848","Green","Track","23.376","45.860","28.775"
"01","DPi","Scott Dixon","705","1:37.307","20:58:02.896","Green","Track","23.927","45.058","28.322"
"60","DPi","AJ Allmendinger","705","1:38.118","20:58:03.585","Green","Track","23.835","45.328","28.955"
"8","LMP2","Gabriel Aubry","687","1:39.244","20:58:11.284","Green","Track","23.453","46.098","29.693"
"57","GTD","Maro Engel","651","1:47.424","20:58:11.298","Green","Track","25.431","50.021","31.972"
"75","GTD","Luca Stolz","651","1:47.585","20:58:13.081","Green","Track","25.604","49.930","32.051"
"79","GTLM","Kevin Estre","662","1:44.716","20:58:17.588","Green","Track","25.200","48.649","30.867"
"12","GTD","Robert Megennis","588","1:49.926","20:58:17.999","Green","Track","26.085","51.403","32.438"
"11","LMP2","Steven Thomas","675","1:41.754","20:58:19.100","Green","Track","24.348","47.143","30.263"
"23","GTD","Roman De Angelis","650","1:48.121","20:58:20.407","Green","Track","25.653","50.603","31.865"
"21","GTD","Matteo Cressoni","649","1:47.112","20:58:26.485","Green","Track","25.418","49.830","31.864"
"3","GTLM","Nicky Catsburg","672","1:43.026","20:58:26.649","Green","Track","24.577","48.176","30.273"
"4","GTLM","Alexander Sims","672","1:43.706","20:58:34.626","Green","Track","24.860","48.506","30.340"
"42","GTD","Andrew Davis","617","1:49.995","20:58:35.016","Green","Track","26.007","51.197","32.791"
"51","LMP2","Cody Ware","681","2:58.415","20:58:38.630","Green","Track","97.249","50.400","30.766"
"5","DPi","Loic Duval","656","1:36.634","20:58:39.943","Green","Track","23.421","45.176","28.037"
"24","GTLM","Marco Wittmann","672","1:44.102","20:58:43.030","Green","Track","24.985","48.693","30.424"
"63","GTD","Marcos Gomes","650","1:48.385","20:58:44.854","Green","Track","25.831","50.349","32.205"
"97","GTD","Charlie Eastwood","650","1:48.738","20:58:46.186","Green","Track","25.688","50.938","32.112"
"16","GTD","Klaus Bachler","651","1:47.903","20:58:49.110","Green","Track","25.642","50.134","32.127"
"55","DPi","Oliver Jarvis","705","1:37.913","20:58:50.155","Green","Track","24.675","45.115","28.123"
"54","LMP3","Colin Braun","644","1:45.642","20:58:50.413","Green","Track","25.255","49.053","31.334"
"1","GTD","Bryan Sellers","651","1:47.578","20:58:55.288","Green","Track","25.317","50.196","32.065"
"25","GTLM","Philipp Eng","670","1:44.689","20:58:55.830","Green","Track","24.832","48.838","31.019"
"31","DPi","Chase Elliott","682","1:38.106","20:58:55.904","Green","Track","23.585","45.638","28.883"
